Assuming rdf:type as type relation
Loading files... 
  Starting train.txt
  Finished train.txt, still running: 0
Loaded 120756 facts in 0.96 s using 180 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Lazy mining assistant that stops counting when the denominator gets too high
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 8 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?a  http://dbpedia.org/ontology/location  ?b  ?a  http://dbpedia.org/ontology/owner  ?b   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.015748031	1	1	2	2	2	?a
?e  http://dbpedia.org/ontology/language  ?b  ?e  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?a   => ?a  http://dbpedia.org/ontology/language  ?b	0.276898734	0.412735849	0.791855204	175	424	221	?a
?b  http://dbpedia.org/ontology/division  ?a  ?a  http://dbpedia.org/ontology/owner  ?b   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.015748031	1	1	2	2	2	?a
?b  http://dbpedia.org/ontology/division  ?f  ?f  http://dbpedia.org/ontology/subsidiary  ?a   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.023622047	0.25	0.6	3	12	5	?a
?b  http://dbpedia.org/ontology/division  ?f  ?a  http://dbpedia.org/ontology/owningCompany  ?f   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.039370079	0.172413793	0.172413793	5	29	29	?a
?b  http://dbpedia.org/ontology/division  ?f  ?a  http://dbpedia.org/ontology/owner  ?f   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.023622047	0.176470588	0.230769231	3	17	13	?a
?b  http://dbpedia.org/ontology/division  ?f  ?a  http://dbpedia.org/ontology/parentCompany  ?f   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.062992126	0.216216216	0.421052632	8	37	19	?a
?f  http://dbpedia.org/ontology/subsidiary  ?a  ?b  http://dbpedia.org/ontology/subsidiary  ?f   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.023622047	0.1875	0.75	3	16	4	?a
?a  http://dbpedia.org/ontology/parentCompany  ?f  ?b  http://dbpedia.org/ontology/subsidiary  ?f   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.047244094	0.089552239	0.5	6	67	12	?a
?a  http://dbpedia.org/ontology/owner  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.031496063	0.363636364	0.363636364	4	11	11	?a
?f  http://dbpedia.org/ontology/parentCompany  ?b  ?a  http://dbpedia.org/ontology/parentCompany  ?f   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.047244094	0.077922078	0.666666667	6	77	9	?a
?f  http://dbpedia.org/ontology/owner  ?b  ?a  http://dbpedia.org/ontology/parentCompany  ?f   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.047244094	0.063829787	0.4	6	94	15	?a
?a  http://dbpedia.org/ontology/owningCompany  ?f  ?f  http://dbpedia.org/ontology/parentCompany  ?b   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.015748031	0.166666667	0.166666667	2	12	12	?a
?f  http://dbpedia.org/ontology/owningCompany  ?b  ?a  http://dbpedia.org/ontology/owningCompany  ?f   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.015748031	0.166666667	0.166666667	2	12	12	?a
?f  http://dbpedia.org/ontology/owningCompany  ?b  ?a  http://dbpedia.org/ontology/parentCompany  ?f   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.05511811	0.079545455	0.4375	7	88	16	?a
?f  http://dbpedia.org/ontology/owningCompany  ?b  ?a  http://dbpedia.org/ontology/type  ?f   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.015748031	0.25	0.666666667	2	8	3	?a
?f  http://dbpedia.org/ontology/country  ?b  ?a  http://dbpedia.org/ontology/locationCity  ?f   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.023622047	0.023255814	0.115384615	3	129	26	?a
?a  http://dbpedia.org/ontology/division  ?f  ?f  http://dbpedia.org/ontology/owner  ?b   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.015748031	0.222222222	0.285714286	2	9	7	?a
?f  http://dbpedia.org/ontology/owningCompany  ?b  ?a  http://dbpedia.org/ontology/sisterStation  ?f   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.031496063	0.105263158	0.133333333	4	38	30	?a
?a  http://dbpedia.org/ontology/owningCompany  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.094488189	0.387096774	0.387096774	12	31	31	?a
?f  http://dbpedia.org/ontology/owner  ?b  ?a  http://dbpedia.org/ontology/subsidiary  ?f   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.015748031	0.117647059	0.333333333	2	17	6	?a
?a  http://dbpedia.org/ontology/industry  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.023622047	0.024590164	0.12	3	122	25	?a
?a  http://dbpedia.org/ontology/division  ?f  ?f  http://dbpedia.org/ontology/owningCompany  ?b   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.023622047	0.230769231	0.5	3	13	6	?a
?a  http://dbpedia.org/ontology/broadcastArea  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.015748031	0.066666667	0.125	2	30	16	?a
?e  http://dbpedia.org/ontology/owner  ?b  ?e  http://dbpedia.org/ontology/parentCompany  ?a   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.031496063	0.105263158	0.222222222	4	38	18	?a
?e  http://dbpedia.org/ontology/parentCompany  ?b  ?e  http://dbpedia.org/ontology/subsidiary  ?a   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.047244094	0.24	0.6	6	25	10	?a
?f  http://dbpedia.org/ontology/owningCompany  ?b  ?a  http://dbpedia.org/ontology/subsidiary  ?f   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.015748031	0.125	0.4	2	16	5	?a
?e  http://dbpedia.org/ontology/owningCompany  ?b  ?e  http://dbpedia.org/ontology/sisterStation  ?a   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.031496063	0.105263158	0.153846154	4	38	26	?a
?e  http://dbpedia.org/ontology/distributingCompany  ?a  ?e  http://dbpedia.org/ontology/parentCompany  ?b   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.023622047	0.035294118	0.157894737	3	85	19	?a
?e  http://dbpedia.org/ontology/owningCompany  ?b  ?e  http://dbpedia.org/ontology/parentCompany  ?a   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.023622047	0.09375	0.214285714	3	32	14	?a
?e  http://dbpedia.org/ontology/division  ?b  ?e  http://dbpedia.org/ontology/subsidiary  ?a   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.015748031	0.0625	0.142857143	2	32	14	?a
?e  http://dbpedia.org/ontology/owner  ?b  ?e  http://dbpedia.org/ontology/successor  ?a   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.015748031	0.166666667	0.333333333	2	12	6	?a
?e  http://dbpedia.org/ontology/division  ?a  ?e  http://dbpedia.org/ontology/owningCompany  ?b   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.023622047	0.230769231	0.375	3	13	8	?a
?e  http://dbpedia.org/ontology/owningCompany  ?b  ?e  http://dbpedia.org/ontology/type  ?a   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.015748031	0.043478261	0.5	2	46	4	?a
?e  http://dbpedia.org/ontology/owningCompany  ?b  ?e  http://dbpedia.org/ontology/subsidiary  ?a   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.015748031	0.153846154	0.333333333	2	13	6	?a
?e  http://dbpedia.org/ontology/division  ?a  ?e  http://dbpedia.org/ontology/owner  ?b   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.023622047	0.1875	0.3	3	16	10	?a
?e  http://dbpedia.org/ontology/distributingLabel  ?a  ?e  http://dbpedia.org/ontology/parentCompany  ?b   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.023622047	0.036144578	0.166666667	3	83	18	?a
?e  http://dbpedia.org/ontology/owningCompany  ?a  ?e  http://dbpedia.org/ontology/owningCompany  ?b   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.015748031	0.021276596	0.222222222	2	94	9	?a
?e  http://dbpedia.org/ontology/owningCompany  ?b  ?e  http://dbpedia.org/ontology/successor  ?a   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.015748031	0.153846154	0.333333333	2	13	6	?a
?a  http://dbpedia.org/ontology/deathPlace  ?b  ?a  http://dbpedia.org/ontology/era  ?b   => ?a  http://dbpedia.org/ontology/region  ?b	0.026666667	0.363636364	1	4	11	4	?a
?a  http://dbpedia.org/ontology/birthPlace  ?b  ?a  http://dbpedia.org/ontology/era  ?b   => ?a  http://dbpedia.org/ontology/region  ?b	0.026666667	0.571428571	1	4	7	4	?a
?a  http://dbpedia.org/ontology/deathPlace  ?b  ?a  http://dbpedia.org/ontology/philosophicalSchool  ?b   => ?a  http://dbpedia.org/ontology/region  ?b	0.013333333	0.333333333	1	2	6	2	?a
?a  http://dbpedia.org/ontology/birthPlace  ?b  ?a  http://dbpedia.org/ontology/philosophicalSchool  ?b   => ?a  http://dbpedia.org/ontology/region  ?b	0.013333333	0.666666667	1	2	3	2	?a
?a  http://dbpedia.org/ontology/birthPlace  ?b  ?a  http://dbpedia.org/ontology/deathPlace  ?b   => ?a  http://dbpedia.org/ontology/region  ?b	0.06	0.050847458	0.818181818	9	177	11	?a
?f  http://dbpedia.org/ontology/capital  ?a  ?b  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/region  ?b	0.013333333	0.002980626	0.222222222	2	671	9	?a
?a  http://dbpedia.org/ontology/predecessor  ?f  ?b  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/region  ?b	0.013333333	0.052631579	0.125	2	38	16	?a
?a  http://dbpedia.org/ontology/country  ?b  ?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/region  ?b	0.053333333	0.034188034	0.333333333	8	234	24	?a
?a  http://dbpedia.org/ontology/deathPlace  ?f  ?b  http://dbpedia.org/ontology/largestCity  ?f   => ?a  http://dbpedia.org/ontology/region  ?b	0.02	0.006637168	0.230769231	3	452	13	?a
?f  http://dbpedia.org/ontology/region  ?b  ?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/region  ?b	0.1	0.681818182	1	15	22	15	?a
?b  http://dbpedia.org/ontology/capital  ?f  ?a  http://dbpedia.org/ontology/deathPlace  ?f   => ?a  http://dbpedia.org/ontology/region  ?b	0.033333333	0.014534884	0.2	5	344	25	?a
?b  http://dbpedia.org/ontology/capital  ?f  ?a  http://dbpedia.org/ontology/restingPlace  ?f   => ?a  http://dbpedia.org/ontology/region  ?b	0.02	0.09375	1	3	32	3	?a
?a  http://dbpedia.org/ontology/region  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/region  ?b	0.413333333	0.392405063	0.392405063	62	158	158	?a
?f  http://dbpedia.org/ontology/country  ?b  ?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/region  ?b	0.04	0.009433962	0.176470588	6	636	34	?a
?a  http://dbpedia.org/ontology/birthPlace  ?f  ?b  http://dbpedia.org/ontology/largestCity  ?f   => ?a  http://dbpedia.org/ontology/region  ?b	0.013333333	0.001154734	0.153846154	2	1732	13	?a
?b  http://dbpedia.org/ontology/countySeat  ?f  ?a  http://dbpedia.org/ontology/state  ?f   => ?a  http://dbpedia.org/ontology/region  ?b	0.013333333	0.028985507	0.5	2	69	4	?a
?f  http://dbpedia.org/ontology/isPartOf  ?b  ?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/region  ?b	0.013333333	0.004123711	0.25	2	485	8	?a
?a  http://dbpedia.org/ontology/country  ?f  ?f  http://dbpedia.org/ontology/location  ?b   => ?a  http://dbpedia.org/ontology/region  ?b	0.02	0.125	0.6	3	24	5	?a
?a  http://dbpedia.org/ontology/almaMater  ?f  ?f  http://dbpedia.org/ontology/state  ?b   => ?a  http://dbpedia.org/ontology/region  ?b	0.04	0.014962594	0.461538462	6	401	13	?a
?a  http://dbpedia.org/ontology/almaMater  ?f  ?f  http://dbpedia.org/ontology/athletics  ?b   => ?a  http://dbpedia.org/ontology/region  ?b	0.02	0.007653061	0.214285714	3	392	14	?a
?a  http://dbpedia.org/ontology/predecessor  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/region  ?b	0.013333333	0.2	0.285714286	2	10	7	?a
?a  http://dbpedia.org/ontology/era  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/region  ?b	0.02	0.15	0.428571429	3	20	7	?a
?a  http://dbpedia.org/ontology/ceremonialCounty  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/region  ?b	0.013333333	0.105263158	0.2	2	19	10	?a
?a  http://dbpedia.org/ontology/ceremonialCounty  ?f  ?f  http://dbpedia.org/ontology/location  ?b   => ?a  http://dbpedia.org/ontology/region  ?b	0.013333333	0.153846154	0.4	2	13	5	?a
?a  http://dbpedia.org/ontology/ceremonialCounty  ?f  ?f  http://dbpedia.org/ontology/country  ?b   => ?a  http://dbpedia.org/ontology/region  ?b	0.013333333	0.133333333	0.333333333	2	15	6	?a
?f  http://dbpedia.org/ontology/isPartOf  ?b  ?a  http://dbpedia.org/ontology/restingPlace  ?f   => ?a  http://dbpedia.org/ontology/region  ?b	0.033333333	0.054347826	0.5	5	92	10	?a
?a  http://dbpedia.org/ontology/restingPlace  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/region  ?b	0.026666667	0.023391813	0.25	4	171	16	?a
?a  http://dbpedia.org/ontology/frazioni  ?f  ?f  http://dbpedia.org/ontology/region  ?b   => ?a  http://dbpedia.org/ontology/region  ?b	0.013333333	1	1	2	2	2	?a
?a  http://dbpedia.org/ontology/deathPlace  ?f  ?f  http://dbpedia.org/ontology/isPartOf  ?b   => ?a  http://dbpedia.org/ontology/region  ?b	0.046666667	0.004943503	0.259259259	7	1416	27	?a
?f  http://dbpedia.org/ontology/type  ?b  ?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/region  ?b	0.013333333	0.008583691	1	2	233	2	?a
?e  http://dbpedia.org/ontology/region  ?b  ?e  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?a   => ?a  http://dbpedia.org/ontology/region  ?b	0.1	0.211267606	1	15	71	15	?a
?e  http://dbpedia.org/ontology/frazioni  ?a  ?e  http://dbpedia.org/ontology/region  ?b   => ?a  http://dbpedia.org/ontology/region  ?b	0.013333333	1	1	2	2	2	?a
?a  http://dbpedia.org/ontology/deathPlace  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/region  ?b	0.106666667	0.007640879	0.285714286	16	2094	56	?a
?f  http://dbpedia.org/ontology/country  ?b  ?a  http://dbpedia.org/ontology/country  ?f   => ?a  http://dbpedia.org/ontology/region  ?b	0.02	0.090909091	0.5	3	33	6	?a
?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b  ?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/region  ?b	0.073333333	0.003623188	0.127906977	11	3036	86	?a
?a  http://dbpedia.org/ontology/country  ?f  ?f  http://dbpedia.org/ontology/largestCity  ?b   => ?a  http://dbpedia.org/ontology/region  ?b	0.086666667	0.007230256	0.216666667	13	1798	60	?a
?a  http://dbpedia.org/ontology/birthPlace  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/region  ?b	0.046666667	0.001013171	0.109375	7	6909	64	?a
?a  http://dbpedia.org/ontology/ground  ?b  ?a  http://dbpedia.org/ontology/league  ?b   => ?a  http://dbpedia.org/ontology/position  ?b	0.089201878	0.404255319	0.95	19	47	20	?a
?e  http://dbpedia.org/ontology/country  ?b  ?e  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?a   => ?a  http://dbpedia.org/ontology/region  ?b	0.026666667	0.00620155	0.25	4	645	16	?a
?e  http://dbpedia.org/ontology/birthPlace  ?a  ?e  http://dbpedia.org/ontology/deathPlace  ?b   => ?a  http://dbpedia.org/ontology/region  ?b	0.013333333	0.001771479	0.111111111	2	1129	18	?a
?b  http://dbpedia.org/ontology/capital  ?f  ?a  http://dbpedia.org/ontology/ground  ?f   => ?a  http://dbpedia.org/ontology/position  ?b	0.014084507	0.054545455	0.333333333	3	55	9	?a
?a  http://dbpedia.org/ontology/ground  ?f  ?b  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/position  ?b	0.061032864	0.027600849	0.1	13	471	130	?a
?e  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?a  ?e  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/region  ?b	0.046666667	0.001608456	0.152173913	7	4352	46	?a
?a  http://dbpedia.org/ontology/ground  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/position  ?b	0.075117371	0.067510549	0.280701754	16	237	57	?a
?f  http://dbpedia.org/ontology/country  ?b  ?a  http://dbpedia.org/ontology/ground  ?f   => ?a  http://dbpedia.org/ontology/position  ?b	0.046948357	0.097087379	0.357142857	10	103	28	?a
?a  http://dbpedia.org/ontology/position  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/position  ?b	0.150234742	0.26446281	0.26446281	32	121	121	?a
?a  http://dbpedia.org/ontology/league  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/position  ?b	0.103286385	0.13836478	0.23655914	22	159	93	?a
?b  http://dbpedia.org/ontology/largestCity  ?f  ?a  http://dbpedia.org/ontology/location  ?f   => ?a  http://dbpedia.org/ontology/location  ?b	0.061428571	0.165384615	0.165384615	43	260	260	?a
?f  http://dbpedia.org/ontology/largestCity  ?b  ?a  http://dbpedia.org/ontology/location  ?f   => ?a  http://dbpedia.org/ontology/location  ?b	0.061428571	0.298611111	0.298611111	43	144	144	?a
?f  http://dbpedia.org/ontology/capital  ?b  ?a  http://dbpedia.org/ontology/location  ?f   => ?a  http://dbpedia.org/ontology/location  ?b	0.022857143	0.166666667	0.166666667	16	96	96	?a
?f  http://dbpedia.org/ontology/locationCity  ?b  ?a  http://dbpedia.org/ontology/parentCompany  ?f   => ?a  http://dbpedia.org/ontology/location  ?b	0.021428571	0.089820359	0.3125	15	167	48	?a
?f  http://dbpedia.org/ontology/isPartOf  ?b  ?a  http://dbpedia.org/ontology/location  ?f   => ?a  http://dbpedia.org/ontology/location  ?b	0.117142857	0.110810811	0.110810811	82	740	740	?a
?f  http://dbpedia.org/ontology/country  ?b  ?a  http://dbpedia.org/ontology/location  ?f   => ?a  http://dbpedia.org/ontology/location  ?b	0.075714286	0.187943262	0.187943262	53	282	282	?a
?a  http://dbpedia.org/ontology/distributingLabel  ?f  ?f  http://dbpedia.org/ontology/locationCity  ?b   => ?a  http://dbpedia.org/ontology/location  ?b	0.014285714	0.144927536	0.217391304	10	69	46	?a
?a  http://dbpedia.org/ontology/distributingLabel  ?f  ?f  http://dbpedia.org/ontology/location  ?b   => ?a  http://dbpedia.org/ontology/location  ?b	0.01	0.072916667	0.184210526	7	96	38	?a
?f  http://dbpedia.org/ontology/location  ?b  ?a  http://dbpedia.org/ontology/parentCompany  ?f   => ?a  http://dbpedia.org/ontology/location  ?b	0.015714286	0.086614173	0.224489796	11	127	49	?a
?f  http://dbpedia.org/ontology/populationTotal  ?b  ?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/populationTotal  ?b	0.15768057	0.306324111	0.306324111	310	1012	1012	?b
?a  http://dbpedia.org/ontology/location  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/location  ?b	0.618571429	0.391500904	0.391500904	433	1106	1106	?a
?a  http://dbpedia.org/ontology/distributingCompany  ?f  ?f  http://dbpedia.org/ontology/location  ?b   => ?a  http://dbpedia.org/ontology/location  ?b	0.011428571	0.075471698	0.170212766	8	106	47	?a
?a  http://dbpedia.org/ontology/industry  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/location  ?b	0.015714286	0.090163934	0.20754717	11	122	53	?a
?a  http://dbpedia.org/ontology/distributingCompany  ?f  ?f  http://dbpedia.org/ontology/locationCity  ?b   => ?a  http://dbpedia.org/ontology/location  ?b	0.012857143	0.138461538	0.219512195	9	65	41	?a
?a  http://dbpedia.org/ontology/company  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/location  ?b	0.024285714	0.320754717	0.361702128	17	53	47	?a
?a  http://dbpedia.org/ontology/country  ?f  ?f  http://dbpedia.org/ontology/officialLanguage  ?b   => ?a  http://dbpedia.org/ontology/location  ?b	0.011428571	0.005221932	0.19047619	8	1532	42	?a
?a  http://dbpedia.org/ontology/country  ?f  ?f  http://dbpedia.org/ontology/largestCity  ?b   => ?a  http://dbpedia.org/ontology/location  ?b	0.018571429	0.007230256	0.166666667	13	1798	78	?a
?a  http://dbpedia.org/ontology/company  ?f  ?f  http://dbpedia.org/ontology/locationCity  ?b   => ?a  http://dbpedia.org/ontology/location  ?b	0.01	0.1	0.466666667	7	70	15	?a
?f  http://dbpedia.org/ontology/location  ?b  ?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/location  ?b	0.045714286	0.415584416	1	32	77	32	?a
?a  http://dbpedia.org/ontology/foundationPlace  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/location  ?b	0.011428571	0.045714286	0.210526316	8	175	38	?a
?f  http://dbpedia.org/ontology/city  ?b  ?a  http://dbpedia.org/ontology/isPartOf  ?f   => ?a  http://dbpedia.org/ontology/location  ?b	0.03	0.807692308	1	21	26	21	?a
?a  http://dbpedia.org/ontology/distributor  ?f  ?f  http://dbpedia.org/ontology/locationCity  ?b   => ?a  http://dbpedia.org/ontology/location  ?b	0.014285714	0.012091898	0.476190476	10	827	21	?a
?e  http://dbpedia.org/ontology/deathPlace  ?b  ?e  http://dbpedia.org/ontology/recordLabel  ?a   => ?a  http://dbpedia.org/ontology/location  ?b	0.018571429	0.076023392	0.164556962	13	171	79	?a
